type,type_encoded,Air_Temperature,Process_Temperature,Rotational_Speed,Torque,Tool_Wear,temp_difference,power,wear_degree,Machine_Failure_Type
L,1,299.4,309.1,1670.0,35.9,68.0,9.700000000000045,59953.0,2441.2,none
M,2,299.4,309.1,1461.0,48.6,70.0,9.700000000000045,71004.6,3402.0,none
L,1,299.4,309.2,1569.0,40.8,73.0,9.800000000000011,64015.2,2978.3999999999996,none
L,1,299.4,309.2,1556.0,35.7,75.0,9.800000000000011,55549.200000000004,2677.5,none
M,2,299.5,309.3,1506.0,41.5,77.0,9.800000000000011,62499.0,3195.5,none
M,2,299.6,309.4,1642.0,30.3,80.0,9.799999999999955,49752.6,2424.0,none
M,2,299.6,309.4,1283.0,62.1,83.0,9.799999999999955,79674.3,5154.3,none
H,0,299.7,309.5,1375.0,46.8,86.0,9.800000000000011,64349.99999999999,4024.7999999999997,none
L,1,299.7,309.4,1399.0,39.9,91.0,9.699999999999989,55820.1,3630.9,none
L,1,299.7,309.4,1650.0,29.8,93.0,9.699999999999989,49170.0,2771.4,none
M,2,299.8,309.6,1346.0,53.2,95.0,9.800000000000011,71607.2,5054.0,none
H,0,299.9,309.6,1410.0,51.2,98.0,9.700000000000045,72192.0,5017.6,none
L,1,300.0,309.7,1586.0,37.8,103.0,9.699999999999989,59950.799999999996,3893.3999999999996,none
L,1,300.0,309.8,1372.0,39.6,105.0,9.800000000000011,54331.200000000004,4158.0,none
H,0,300.0,309.7,1529.0,42.4,107.0,9.699999999999989,64829.6,4536.8,none
M,2,300.0,309.7,1652.0,28.6,112.0,9.699999999999989,47247.200000000004,3203.2000000000003,none
L,1,300.1,309.8,1532.0,39.8,115.0,9.699999999999989,60973.6,4577.0,none
L,1,300.0,309.7,1554.0,32.0,117.0,9.699999999999989,49728.0,3744.0,none
H,0,299.9,309.6,1462.0,51.0,119.0,9.700000000000045,74562.0,6069.0,none
L,1,299.9,309.6,1254.0,61.3,124.0,9.700000000000045,76870.2,7601.2,none
L,1,299.9,309.6,1294.0,49.7,126.0,9.700000000000045,64311.8,6262.200000000001,none
L,1,299.8,309.5,1739.0,27.5,128.0,9.699999999999989,47822.5,3520.0,none
M,2,299.8,309.4,1412.0,47.8,130.0,9.599999999999966,67493.59999999999,6214.0,none
M,2,299.9,309.5,1372.0,56.2,133.0,9.600000000000023,77106.40000000001,7474.6,none
H,0,299.8,309.5,1420.0,46.7,136.0,9.699999999999989,66314.0,6351.200000000001,none
L,1,299.8,309.5,1542.0,40.3,141.0,9.699999999999989,62142.6,5682.299999999999,none
M,2,299.8,309.4,1401.0,48.1,143.0,9.599999999999966,67388.1,6878.3,none
L,1,299.8,309.4,1510.0,42.5,146.0,9.599999999999966,64175.0,6205.0,none
H,0,299.9,309.5,1547.0,38.5,148.0,9.600000000000023,59559.5,5698.0,none
M,2,299.8,309.5,1453.0,43.2,153.0,9.699999999999989,62769.600000000006,6609.6,none
L,1,299.8,309.4,1408.0,45.6,156.0,9.599999999999966,64204.8,7113.6,none
L,1,299.8,309.4,1436.0,51.6,158.0,9.599999999999966,74097.6,8152.8,none
M,2,299.9,309.5,1582.0,38.2,160.0,9.600000000000023,60432.4,6112.0,none
L,1,299.9,309.6,1280.0,59.3,163.0,9.700000000000045,75904.0,9665.9,none
L,1,299.9,309.5,2008.0,20.4,165.0,9.600000000000023,40963.2,3365.9999999999995,none
L,1,299.9,309.5,1772.0,23.5,167.0,9.600000000000023,41642.0,3924.5,none
L,1,299.9,309.5,1779.0,26.1,169.0,9.600000000000023,46431.9,4410.900000000001,none
L,1,299.9,309.5,1567.0,35.5,171.0,9.600000000000023,55628.5,6070.5,none
M,2,299.8,309.4,1751.0,27.0,173.0,9.599999999999966,47277.0,4671.0,none
L,1,299.9,309.5,1349.0,51.3,176.0,9.600000000000023,69203.7,9028.8,none
M,2,300.0,309.5,1425.0,40.8,178.0,9.5,58139.99999999999,7262.4,none
L,1,300.0,309.4,1395.0,44.5,181.0,9.399999999999977,62077.5,8054.5,none
H,0,299.8,309.3,1595.0,32.1,183.0,9.5,51199.5,5874.3,none
L,1,299.8,309.3,1291.0,56.4,188.0,9.5,72812.4,10603.199999999999,none
M,2,299.9,309.4,1509.0,42.8,190.0,9.5,64585.2,8131.999999999999,none
M,2,299.9,309.4,1483.0,38.1,193.0,9.5,56502.3,7353.3,none
L,1,299.9,309.3,1620.0,31.1,196.0,9.400000000000034,50382.0,6095.6,none
M,2,299.9,309.4,1487.0,42.2,198.0,9.5,62751.4,8355.6,none
L,1,299.8,309.4,2256.0,15.9,201.0,9.599999999999966,35870.4,3195.9,none
H,0,299.7,309.2,1691.0,27.7,203.0,9.5,46840.7,5623.099999999999,none
M,2,299.8,309.3,1663.0,35.2,208.0,9.5,58537.600000000006,7321.6,none
M,2,299.8,309.3,1640.0,31.1,211.0,9.5,51004.0,6562.1,none
H,0,299.7,309.3,1494.0,37.8,214.0,9.600000000000023,56473.2,8089.2,none
L,1,299.8,309.4,1467.0,46.2,219.0,9.599999999999966,67775.40000000001,10117.800000000001,none
M,2,299.7,309.3,1399.0,41.9,221.0,9.600000000000023,58618.1,9259.9,TWF
L,1,299.7,309.3,1445.0,42.6,0.0,9.600000000000023,61557.0,0.0,none
L,1,299.8,309.4,1480.0,40.9,2.0,9.599999999999966,60532.0,81.8,none
L,1,299.7,309.3,1546.0,37.2,4.0,9.600000000000023,57511.200000000004,148.8,none
L,1,299.7,309.3,1574.0,35.8,6.0,9.600000000000023,56349.2,214.79999999999998,none
L,1,299.7,309.3,1592.0,34.2,8.0,9.600000000000023,54446.4,273.6,none
L,1,299.8,309.5,1495.0,39.6,10.0,9.699999999999989,59202.0,396.0,none
L,1,299.8,309.6,1447.0,43.1,12.0,9.800000000000011,62365.700000000004,517.2,none
L,1,299.8,309.5,1476.0,44.4,14.0,9.699999999999989,65534.4,621.6,none
L,1,299.8,309.5,1641.0,27.1,16.0,9.699999999999989,44471.100000000006,433.6,none
L,1,299.8,309.5,1545.0,32.2,18.0,9.699999999999989,49749.00000000001,579.6,none
M,2,299.9,309.6,1364.0,44.4,20.0,9.700000000000045,60561.6,888.0,none
L,1,299.8,309.5,1590.0,28.5,23.0,9.699999999999989,45315.0,655.5,none
L,1,299.8,309.4,1460.0,37.4,25.0,9.599999999999966,54604.0,935.0,none
L,1,299.8,309.4,1609.0,32.5,27.0,9.599999999999966,52292.5,877.5,none
L,1,299.8,309.4,1633.0,27.5,29.0,9.599999999999966,44907.5,797.5,none
L,1,299.9,309.4,1348.0,52.8,31.0,9.5,71174.4,1636.8,none
L,1,299.9,309.4,1322.0,53.9,33.0,9.5,71255.8,1778.7,none
L,1,300.0,309.5,1641.0,30.1,35.0,9.5,49394.100000000006,1053.5,none
L,1,300.0,309.5,1728.0,26.0,37.0,9.5,44928.0,962.0,none
L,1,300.0,309.6,1431.0,47.7,39.0,9.600000000000023,68258.7,1860.3000000000002,none
L,1,300.1,309.7,1641.0,30.4,41.0,9.599999999999966,49886.399999999994,1246.3999999999999,none
M,2,300.1,309.6,1622.0,36.1,43.0,9.5,58554.200000000004,1552.3,none
M,2,300.1,309.6,1625.0,38.0,46.0,9.5,61750.0,1748.0,none
L,1,300.0,309.5,1869.0,22.7,49.0,9.5,42426.299999999996,1112.3,none
L,1,300.0,309.6,1452.0,46.0,51.0,9.600000000000023,66792.0,2346.0,none
L,1,300.0,309.6,1618.0,28.7,53.0,9.600000000000023,46436.6,1521.1,none
L,1,300.0,309.4,2010.0,20.0,55.0,9.399999999999977,40200.0,1100.0,none
L,1,299.9,309.4,1363.0,60.9,57.0,9.5,83006.7,3471.2999999999997,none
L,1,299.9,309.3,1473.0,40.4,59.0,9.400000000000034,59509.2,2383.6,none
L,1,299.9,309.2,1333.0,50.8,61.0,9.300000000000011,67716.4,3098.7999999999997,none
L,1,299.8,309.2,1760.0,25.9,63.0,9.399999999999977,45584.0,1631.6999999999998,none
M,2,299.8,309.2,1372.0,58.2,65.0,9.399999999999977,79850.40000000001,3783.0,none
M,2,299.7,309.2,1608.0,34.4,68.0,9.5,55315.2,2339.2,none
L,1,299.7,309.2,1326.0,64.8,71.0,9.5,85924.8,4600.8,none
M,2,299.6,309.1,1560.0,37.1,73.0,9.5,57876.0,2708.3,none
M,2,299.6,309.0,1539.0,36.1,76.0,9.399999999999977,55557.9,2743.6,none
L,1,299.6,309.1,2266.0,15.3,79.0,9.5,34669.8,1208.7,none
L,1,299.6,309.1,1641.0,35.8,81.0,9.5,58747.799999999996,2899.7999999999997,none
L,1,299.6,309.1,1574.0,39.2,83.0,9.5,61700.8,3253.6000000000004,none
L,1,299.6,309.1,1407.0,50.6,85.0,9.5,71194.2,4301.0,none
H,0,299.7,309.2,1302.0,55.5,87.0,9.5,72261.0,4828.5,none
M,2,299.6,309.2,1651.0,30.8,92.0,9.599999999999966,50850.8,2833.6,none
M,2,299.6,309.1,1366.0,55.2,95.0,9.5,75403.2,5244.0,none
M,2,299.5,309.0,1701.0,28.6,98.0,9.5,48648.600000000006,2802.8,none
L,1,299.5,309.0,1498.0,44.6,101.0,9.5,66810.8,4504.6,none
M,2,299.5,309.1,1422.0,45.3,103.0,9.600000000000023,64416.6,4665.9,none
L,1,299.5,309.1,1357.0,47.3,106.0,9.600000000000023,64186.1,5013.799999999999,none
L,1,299.5,309.2,1690.0,29.2,108.0,9.699999999999989,49348.0,3153.6,none
L,1,299.6,309.2,1559.0,39.1,110.0,9.599999999999966,60956.9,4301.0,none
M,2,299.6,309.3,1553.0,32.4,112.0,9.699999999999989,50317.2,3628.7999999999997,none
L,1,299.6,309.3,1558.0,34.8,115.0,9.699999999999989,54218.399999999994,4001.9999999999995,none
L,1,299.7,309.4,1362.0,51.9,117.0,9.699999999999989,70687.8,6072.3,none
M,2,299.8,309.3,1470.0,42.7,119.0,9.5,62769.00000000001,5081.3,none
L,1,299.8,309.4,1555.0,34.8,122.0,9.599999999999966,54113.99999999999,4245.599999999999,none
M,2,299.8,309.4,1423.0,42.9,124.0,9.599999999999966,61046.7,5319.599999999999,none
L,1,299.7,309.3,1434.0,38.5,127.0,9.600000000000023,55209.0,4889.5,none
L,1,299.7,309.3,1779.0,25.5,129.0,9.600000000000023,45364.5,3289.5,none
L,1,299.7,309.3,1417.0,54.6,131.0,9.600000000000023,77368.2,7152.6,none
L,1,299.6,309.2,1425.0,45.9,133.0,9.599999999999966,65407.5,6104.7,none
M,2,299.7,309.2,1597.0,32.9,135.0,9.5,52541.299999999996,4441.5,none
L,1,299.7,309.2,1346.0,57.4,138.0,9.5,77260.4,7921.2,none
L,1,299.7,309.2,1422.0,40.4,140.0,9.5,57448.799999999996,5656.0,none
H,0,299.7,309.2,1572.0,32.8,142.0,9.5,51561.6,4657.599999999999,none
L,1,299.7,309.2,1412.0,45.4,147.0,9.5,64104.799999999996,6673.8,none
M,2,299.7,309.1,1576.0,36.4,149.0,9.400000000000034,57366.399999999994,5423.599999999999,none
M,2,299.7,309.1,1508.0,41.2,152.0,9.400000000000034,62129.600000000006,6262.400000000001,none
M,2,299.8,309.1,1496.0,44.4,155.0,9.300000000000011,66422.4,6882.0,none
L,1,299.8,309.2,1572.0,35.4,158.0,9.399999999999977,55648.799999999996,5593.2,none
L,1,299.6,309.0,1525.0,42.8,160.0,9.399999999999977,65269.99999999999,6848.0,none
L,1,299.6,309.0,1378.0,51.9,162.0,9.399999999999977,71518.2,8407.8,none
L,1,299.6,309.1,1369.0,51.4,164.0,9.5,70366.59999999999,8429.6,none
L,1,299.6,309.1,1476.0,45.3,166.0,9.5,66862.8,7519.799999999999,none
L,1,299.7,309.2,1620.0,30.0,168.0,9.5,48600.0,5040.0,none
M,2,299.7,309.1,1603.0,38.5,170.0,9.400000000000034,61715.5,6545.0,none
L,1,299.7,309.2,1411.0,46.1,173.0,9.5,65047.1,7975.3,none
L,1,299.7,309.2,1616.0,31.6,175.0,9.5,51065.600000000006,5530.0,none
L,1,299.7,309.2,1631.0,35.1,177.0,9.5,57248.100000000006,6212.7,none
M,2,299.7,309.2,1685.0,28.9,179.0,9.5,48696.5,5173.099999999999,none
H,0,299.7,309.2,1456.0,40.6,182.0,9.5,59113.6,7389.2,none
L,1,299.7,309.1,1417.0,50.1,187.0,9.400000000000034,70991.7,9368.7,none
M,2,299.7,309.1,1851.0,24.7,189.0,9.400000000000034,45719.7,4668.3,none
L,1,299.7,309.1,1715.0,27.8,192.0,9.400000000000034,47677.0,5337.6,none
H,0,299.6,309.1,1630.0,32.3,194.0,9.5,52648.99999999999,6266.2,none
L,1,299.7,309.2,1478.0,38.8,199.0,9.5,57346.399999999994,7721.2,none
L,1,299.7,309.2,1781.0,29.6,201.0,9.5,52717.600000000006,5949.6,none
L,1,299.8,309.2,1439.0,36.1,203.0,9.399999999999977,51947.9,7328.3,none
M,2,299.7,309.2,1412.0,45.3,205.0,9.5,63963.6,9286.5,none
L,1,299.7,309.1,1483.0,41.1,208.0,9.400000000000034,60951.3,8548.800000000001,none
L,1,299.8,309.2,1400.0,42.6,210.0,9.399999999999977,59640.0,8946.0,none
L,1,299.8,309.3,1299.0,65.1,212.0,9.5,84564.9,13801.199999999999,OSF
L,1,299.8,309.2,1479.0,44.4,214.0,9.399999999999977,65667.59999999999,9501.6,none
L,1,299.8,309.2,1491.0,47.5,216.0,9.399999999999977,70822.5,10260.0,none
M,2,299.9,309.3,1389.0,52.8,0.0,9.400000000000034,73339.2,0.0,none
M,2,299.9,309.4,1399.0,54.8,3.0,9.5,76665.2,164.39999999999998,none
M,2,299.9,309.4,1889.0,26.0,6.0,9.5,49114.0,156.0,none
L,1,300.0,309.5,1925.0,21.9,9.0,9.5,42157.5,197.1,none
L,1,300.0,309.5,1675.0,30.2,11.0,9.5,50585.0,332.2,none
M,2,300.0,309.6,1477.0,38.1,13.0,9.600000000000023,56273.700000000004,495.3,none
L,1,300.0,309.6,1364.0,45.9,16.0,9.600000000000023,62607.6,734.4,none
L,1,299.9,309.5,1451.0,39.4,18.0,9.600000000000023,57169.4,709.1999999999999,none
L,1,299.9,309.4,1467.0,41.2,20.0,9.5,60440.4,824.0,none
L,1,299.9,309.4,1858.0,22.5,22.0,9.5,41805.0,495.0,none
L,1,300.1,309.4,1559.0,39.7,24.0,9.299999999999955,61892.3,952.8000000000001,none
L,1,300.1,309.4,1560.0,47.7,26.0,9.299999999999955,74412.0,1240.2,none
L,1,300.1,309.4,1453.0,47.6,28.0,9.299999999999955,69162.8,1332.8,none
L,1,300.1,309.4,1464.0,41.7,30.0,9.299999999999955,61048.8,1251.0,none
L,1,300.0,309.4,1308.0,50.2,32.0,9.399999999999977,65661.6,1606.4,none
L,1,300.1,309.5,1353.0,50.9,34.0,9.399999999999977,68867.7,1730.6,none
M,2,300.2,309.6,1556.0,35.8,36.0,9.400000000000034,55704.799999999996,1288.8,none
L,1,300.2,309.5,2183.0,17.8,39.0,9.300000000000011,38857.4,694.2,none
M,2,300.2,309.6,1491.0,41.8,41.0,9.400000000000034,62323.799999999996,1713.8,none
M,2,300.2,309.6,1528.0,35.1,44.0,9.400000000000034,53632.8,1544.4,none
L,1,300.2,309.6,1430.0,52.7,47.0,9.400000000000034,75361.0,2476.9,none
L,1,300.2,309.5,1495.0,32.6,49.0,9.300000000000011,48737.0,1597.4,none
M,2,300.2,309.5,1630.0,28.3,51.0,9.300000000000011,46129.0,1443.3,none
M,2,300.3,309.6,1524.0,38.4,54.0,9.300000000000011,58521.6,2073.6,none
L,1,300.3,309.6,1326.0,52.4,57.0,9.300000000000011,69482.4,2986.7999999999997,none
H,0,300.3,309.5,1438.0,44.0,59.0,9.199999999999989,63272.0,2596.0,none
L,1,300.4,309.6,1356.0,45.9,64.0,9.200000000000045,62240.4,2937.6,none
H,0,300.4,309.6,1416.0,43.3,66.0,9.200000000000045,61312.799999999996,2857.7999999999997,none
L,1,300.4,309.7,1584.0,32.6,71.0,9.300000000000011,51638.4,2314.6,none
L,1,300.3,309.6,1597.0,31.8,73.0,9.300000000000011,50784.6,2321.4,none
L,1,300.4,309.6,1553.0,43.9,75.0,9.200000000000045,68176.7,3292.5,none
M,2,300.3,309.5,1405.0,49.4,77.0,9.199999999999989,69407.0,3803.7999999999997,none
L,1,300.2,309.5,1539.0,35.3,80.0,9.300000000000011,54326.7,2824.0,none
M,2,300.3,309.6,1398.0,53.7,82.0,9.300000000000011,75072.6,4403.400000000001,none
L,1,300.3,309.6,1568.0,39.6,85.0,9.300000000000011,62092.8,3366.0,none
L,1,300.3,309.6,1404.0,44.6,87.0,9.300000000000011,62618.4,3880.2000000000003,none
M,2,300.2,309.5,1500.0,45.7,89.0,9.300000000000011,68550.0,4067.3,none
M,2,300.2,309.5,1642.0,28.8,92.0,9.300000000000011,47289.6,2649.6,none
M,2,300.3,309.6,1509.0,46.6,95.0,9.300000000000011,70319.40000000001,4427.0,none
L,1,300.2,309.5,1343.0,50.2,98.0,9.300000000000011,67418.6,4919.6,none
L,1,300.1,309.5,1450.0,40.1,100.0,9.399999999999977,58145.0,4010.0,none
L,1,300.0,309.4,1460.0,43.5,102.0,9.399999999999977,63510.0,4437.0,none
L,1,300.0,309.3,1364.0,41.2,104.0,9.300000000000011,56196.8,4284.8,none
M,2,299.9,309.3,1452.0,41.9,106.0,9.400000000000034,60838.799999999996,4441.4,none
L,1,299.9,309.3,1471.0,41.8,109.0,9.400000000000034,61487.799999999996,4556.2,none
L,1,299.9,309.2,1598.0,34.6,111.0,9.300000000000011,55290.8,3840.6000000000004,none
L,1,299.8,309.1,1772.0,24.8,113.0,9.300000000000011,43945.6,2802.4,none
L,1,299.9,309.2,1761.0,25.6,115.0,9.300000000000011,45081.600000000006,2944.0,none
M,2,300.0,309.3,1413.0,40.7,117.0,9.300000000000011,57509.100000000006,4761.900000000001,none
L,1,300.0,309.3,1887.0,22.6,120.0,9.300000000000011,42646.200000000004,2712.0,none
L,1,300.0,309.3,1395.0,56.5,122.0,9.300000000000011,78817.5,6893.0,none
M,2,300.1,309.4,1569.0,31.6,124.0,9.299999999999955,49580.4,3918.4,none
L,1,300.1,309.4,1434.0,47.3,127.0,9.299999999999955,67828.2,6007.099999999999,none
L,1,300.2,309.5,1417.0,41.1,129.0,9.300000000000011,58238.700000000004,5301.900000000001,none
L,1,300.2,309.5,1729.0,28.4,131.0,9.300000000000011,49103.6,3720.3999999999996,none
L,1,300.2,309.5,1356.0,51.1,133.0,9.300000000000011,69291.6,6796.3,none
L,1,300.2,309.5,1436.0,48.8,135.0,9.300000000000011,70076.8,6588.0,none
M,2,300.3,309.6,1419.0,42.5,137.0,9.300000000000011,60307.5,5822.5,none
L,1,300.3,309.6,1593.0,38.1,140.0,9.300000000000011,60693.3,5334.0,none
M,2,300.3,309.5,1320.0,62.2,142.0,9.199999999999989,82104.0,8832.4,none
M,2,300.3,309.5,1448.0,42.4,145.0,9.199999999999989,61395.2,6148.0,none
L,1,300.3,309.4,1470.0,33.5,148.0,9.099999999999966,49245.0,4958.0,none
M,2,300.3,309.4,1612.0,33.1,150.0,9.099999999999966,53357.200000000004,4965.0,none
L,1,300.4,309.4,1412.0,51.6,153.0,9.0,72859.2,7894.8,none
M,2,300.4,309.4,1875.0,23.9,155.0,9.0,44812.5,3704.5,none
L,1,300.3,309.3,1612.0,36.0,158.0,9.0,58032.0,5688.0,none
M,2,300.4,309.3,1411.0,41.6,160.0,8.900000000000034,58697.6,6656.0,none
M,2,300.3,309.2,1490.0,47.9,163.0,8.899999999999977,71371.0,7807.7,none
M,2,300.4,309.3,1467.0,40.3,166.0,8.900000000000034,59120.1,6689.799999999999,none
L,1,300.3,309.2,1807.0,26.4,169.0,8.899999999999977,47704.799999999996,4461.599999999999,none
L,1,300.3,309.1,1368.0,46.0,171.0,8.800000000000011,62928.0,7866.0,none
L,1,300.3,309.2,1572.0,32.0,173.0,8.899999999999977,50304.0,5536.0,none
M,2,300.3,309.1,1458.0,44.3,175.0,8.800000000000011,64589.399999999994,7752.499999999999,none
L,1,300.3,309.1,1699.0,30.3,178.0,8.800000000000011,51479.700000000004,5393.400000000001,none
L,1,300.3,309.3,1478.0,39.5,180.0,9.0,58381.0,7110.0,none
M,2,300.4,309.4,1362.0,42.1,182.0,9.0,57340.200000000004,7662.2,none
H,0,300.4,309.4,1487.0,38.9,185.0,9.0,57844.299999999996,7196.5,none
L,1,300.3,309.4,1705.0,29.4,190.0,9.099999999999966,50127.0,5586.0,none
L,1,300.3,309.3,1345.0,53.5,192.0,9.0,71957.5,10272.0,none
L,1,300.3,309.2,1532.0,40.2,194.0,8.899999999999977,61586.4,7798.8,none
L,1,300.3,309.2,1650.0,35.2,196.0,8.899999999999977,58080.00000000001,6899.200000000001,none
L,1,300.3,309.2,1398.0,54.4,198.0,8.899999999999977,76051.2,10771.199999999999,none
L,1,300.3,309.2,1412.0,44.8,200.0,8.899999999999977,63257.6,8960.0,none
L,1,300.4,309.3,1525.0,39.6,202.0,8.900000000000034,60390.0,7999.200000000001,none
M,2,300.3,309.3,1391.0,57.9,204.0,9.0,80538.9,11811.6,none
L,1,300.4,309.3,1766.0,28.2,207.0,8.900000000000034,49801.2,5837.4,none
L,1,300.4,309.3,1671.0,35.0,209.0,8.900000000000034,58485.0,7315.0,none
L,1,300.5,309.3,1373.0,48.8,211.0,8.800000000000011,67002.4,10296.8,none
M,2,300.5,309.4,1347.0,50.1,213.0,8.899999999999977,67484.7,10671.300000000001,none
M,2,300.5,309.3,1539.0,39.1,216.0,8.800000000000011,60174.9,8445.6,none
L,1,300.5,309.3,1470.0,40.8,219.0,8.800000000000011,59975.99999999999,8935.199999999999,none
L,1,300.5,309.3,1528.0,37.0,221.0,8.800000000000011,56536.0,8177.0,none
H,0,300.5,309.3,1471.0,45.2,223.0,8.800000000000011,66489.2,10079.6,none
M,2,300.4,309.2,1528.0,37.2,228.0,8.800000000000011,56841.600000000006,8481.6,none
L,1,300.5,309.3,1417.0,51.5,231.0,8.800000000000011,72975.5,11896.5,OSF
L,1,300.6,309.4,1549.0,43.4,233.0,8.799999999999955,67226.59999999999,10112.199999999999,none
H,0,300.6,309.4,1463.0,49.2,235.0,8.799999999999955,71979.6,11562.0,none
L,1,300.7,309.5,1479.0,43.6,240.0,8.800000000000011,64484.4,10464.0,none
L,1,300.6,309.5,1867.0,23.0,242.0,8.899999999999977,42941.0,5566.0,none
L,1,300.6,309.4,1471.0,44.1,244.0,8.799999999999955,64871.1,10760.4,none
H,0,300.6,309.4,1380.0,47.6,246.0,8.799999999999955,65688.0,11709.6,TWF
H,0,300.7,309.7,1623.0,32.7,0.0,9.0,53072.100000000006,0.0,none
L,1,300.8,309.7,1997.0,20.7,5.0,8.899999999999977,41337.9,103.5,none
H,0,300.7,309.6,1390.0,48.5,7.0,8.900000000000034,67415.0,339.5,none
L,1,300.8,309.7,1418.0,46.6,12.0,8.899999999999977,66078.8,559.2,none
L,1,300.8,309.7,1519.0,35.8,14.0,8.899999999999977,54380.2,501.19999999999993,none
M,2,300.8,309.7,1519.0,39.7,16.0,8.899999999999977,60304.3,635.2,none
M,2,300.7,309.6,1536.0,37.2,19.0,8.900000000000034,57139.200000000004,706.8000000000001,none
L,1,300.8,309.6,1680.0,28.7,22.0,8.800000000000011,48216.0,631.4,none
H,0,300.6,309.4,1555.0,37.9,24.0,8.799999999999955,58934.5,909.5999999999999,none
L,1,300.6,309.5,1471.0,49.6,29.0,8.899999999999977,72961.6,1438.4,none
M,2,300.5,309.4,1877.0,23.8,31.0,8.899999999999977,44672.6,737.8000000000001,none
M,2,300.5,309.3,1578.0,30.5,34.0,8.800000000000011,48129.0,1037.0,none
M,2,300.5,309.4,1655.0,32.1,37.0,8.899999999999977,53125.5,1187.7,none
H,0,300.5,309.4,1502.0,34.3,40.0,8.899999999999977,51518.6,1372.0,none
M,2,300.6,309.4,1367.0,63.2,45.0,8.799999999999955,86394.40000000001,2844.0,PWF
L,1,300.7,309.5,1541.0,37.2,48.0,8.800000000000011,57325.200000000004,1785.6000000000001,none
M,2,300.6,309.6,1588.0,37.0,50.0,9.0,58756.0,1850.0,none
L,1,300.6,309.6,1684.0,32.8,53.0,9.0,55235.2,1738.3999999999999,none
L,1,300.6,309.5,1437.0,40.0,55.0,8.899999999999977,57480.0,2200.0,none
L,1,300.6,309.6,1409.0,42.4,57.0,9.0,59741.6,2416.7999999999997,none
M,2,300.5,309.5,1320.0,49.9,59.0,9.0,65868.0,2944.1,none
H,0,300.5,309.5,1635.0,34.2,62.0,9.0,55917.00000000001,2120.4,none
M,2,300.5,309.5,1691.0,27.6,67.0,9.0,46671.600000000006,1849.2,none
M,2,300.6,309.6,1365.0,50.0,70.0,9.0,68250.0,3500.0,none
M,2,300.7,309.7,1523.0,38.2,73.0,9.0,58178.600000000006,2788.6000000000004,none
L,1,300.6,309.7,1593.0,32.4,76.0,9.099999999999966,51613.2,2462.4,none
L,1,300.6,309.6,1682.0,30.7,78.0,9.0,51637.4,2394.6,none
L,1,300.7,309.6,1329.0,54.3,80.0,8.900000000000034,72164.7,4344.0,none
M,2,300.7,309.6,1568.0,35.2,82.0,8.900000000000034,55193.600000000006,2886.4,none
L,1,300.7,309.6,1733.0,24.8,85.0,8.900000000000034,42978.4,2108.0,none
M,2,300.7,309.6,1473.0,48.1,87.0,8.900000000000034,70851.3,4184.7,none
M,2,300.7,309.5,1633.0,31.3,90.0,8.800000000000011,51112.9,2817.0,none
M,2,300.6,309.5,1530.0,40.2,93.0,8.899999999999977,61506.00000000001,3738.6000000000004,none
M,2,300.6,309.5,1550.0,40.2,96.0,8.899999999999977,62310.00000000001,3859.2000000000003,none
L,1,300.6,309.4,1410.0,40.6,99.0,8.799999999999955,57246.0,4019.4,none
L,1,300.5,309.3,1574.0,33.5,101.0,8.800000000000011,52729.0,3383.5,none
L,1,300.6,309.4,1425.0,40.3,103.0,8.799999999999955,57427.49999999999,4150.9,none
M,2,300.6,309.4,1541.0,35.2,105.0,8.799999999999955,54243.200000000004,3696.0000000000005,none
M,2,300.7,309.5,1733.0,26.7,108.0,8.800000000000011,46271.1,2883.6,none
L,1,300.6,309.4,2496.0,13.5,111.0,8.799999999999955,33696.0,1498.5,none
L,1,300.6,309.4,1552.0,36.4,113.0,8.799999999999955,56492.799999999996,4113.2,none
L,1,300.6,309.3,1409.0,38.7,115.0,8.699999999999989,54528.3,4450.5,none
M,2,300.6,309.4,1581.0,35.7,117.0,8.799999999999955,56441.700000000004,4176.900000000001,none
L,1,300.7,309.5,1251.0,59.9,120.0,8.800000000000011,74934.9,7188.0,none
L,1,300.7,309.6,1500.0,44.1,122.0,8.900000000000034,66150.0,5380.2,none
L,1,300.6,309.5,1576.0,38.8,124.0,8.899999999999977,61148.799999999996,4811.2,none
M,2,300.7,309.5,1352.0,44.0,126.0,8.800000000000011,59488.0,5544.0,none
L,1,300.7,309.6,1661.0,30.3,129.0,8.900000000000034,50328.3,3908.7000000000003,none
L,1,300.7,309.6,1541.0,34.6,131.0,8.900000000000034,53318.600000000006,4532.6,none
H,0,300.6,309.6,1888.0,20.5,133.0,9.0,38704.0,2726.5,none
L,1,300.5,309.5,1255.0,62.1,138.0,9.0,77935.5,8569.800000000001,none
L,1,300.6,309.6,1411.0,41.6,140.0,9.0,58697.6,5824.0,none
L,1,300.6,309.5,1516.0,39.0,142.0,8.899999999999977,59124.0,5538.0,none
M,2,300.6,309.5,1492.0,34.0,144.0,8.899999999999977,50728.0,4896.0,none
L,1,300.6,309.6,1726.0,30.0,147.0,9.0,51780.0,4410.0,none
L,1,300.7,309.7,1598.0,33.7,149.0,9.0,53852.600000000006,5021.3,none
L,1,300.8,309.8,1657.0,31.1,151.0,9.0,51532.700000000004,4696.1,none
L,1,300.8,309.7,1481.0,38.1,153.0,8.899999999999977,56426.1,5829.3,none
